year,month,artist,title,weeks,rank
2016,6,O.T. Genasis Featuring Young Dolph,Cut It,13,42
2016,6,Blake Shelton,Came Here To Forget,11,43
2016,6,Dierks Bentley,Somewhere On A Beach,16,44
2016,6,Tim McGraw,Humble And Kind,15,45
2016,6,Drake,Still Here,3,46
2016,6,The Chainsmokers Featuring Rozes,Roses,31,47
2016,6,Bryson Tiller,Don't,34,48
2016,6,Drake Featuring Future,Grammys,3,49
2016,6,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up,8,50
2016,6,Thomas Rhett,T-Shirt,12,51
2016,6,Alessia Cara,Wild Things,13,52
2016,6,Old Dominion,Snapback,17,53
2016,6,Drake,Childs Play,3,54
2016,6,Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",8,55
2016,6,Dustin Lynch,Mind Reader,13,56
2016,6,Flume Featuring Kai,Never Be Like You,7,57
2016,6,Drake Featuring PARTYNEXTDOOR,With You,3,58
2016,6,Drake,9,3,59
2016,6,Drake,Feel No Ways,3,60
2016,6,Future,Wicked,5,61
2016,6,Beyonce,Formation,4,62
2016,6,Maren Morris,My Church,17,63
2016,6,Chris Young Duet With Cassadee Pope,Think Of You,14,64
2016,6,Disturbed,The Sound Of Silence,13,65
2016,6,OneRepublic,Wherever I Go,1,66
2016,6,Drake,U With Me?,3,67
2016,6,Keith Urban Featuring Carrie Underwood,The Fighter,1,68
2016,6,Dreezy Featuring Jeremih,Body,9,69
2016,6,MadeinTYO,Uber Everywhere,7,70
2016,6,Jason Derulo,If It Ain't Love,6,71
2016,6,Keith Urban,Wasted Time,4,72
2016,6,Beyonce,Hold Up,4,73
2016,6,Drake,Fire & Desire,3,74
2016,6,gnash Featuring Olivia O'Brien,I Hate U I Love U,5,75
2016,6,Grace Featuring G-Eazy,You Don't Own Me,3,76
2016,6,Rihanna,Kiss It Better,7,77
2016,6,Carrie Underwood,Church Bells,2,78
2016,6,Belly Featuring The Weeknd,Might Not,13,79
2016,6,Jon Pardi,Head Over Boots,12,80
2016,6,Eric Church,Record Year,5,81
2016,6,Drake,Redemption,2,82
2016,6,Drake,Weston Road Flows,2,83
2016,6,Drake,Keep The Family Close,2,84
2016,6,Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem,1,85
2016,6,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,10,86
2016,6,Yo Gotti Featuring E-40,Law,6,87
2016,6,Kelly Clarkson,Piece By Piece,12,88
2016,6,Drake Featuring Pimp C & dvsn,Faithful,2,89
2016,6,Jason Aldean,Lights Come On,6,90
2016,6,ScHoolboy Q Featuring Kanye West,THat Part,1,91
2016,6,Chance The Rapper Featuring Ty Dolla $ign,Blessings,1,92
2016,6,Adam Wakefield,I'm Sorry,1,93
2016,6,Pitbull Featuring Enrique Iglesias,Messin' Around,3,94
2016,6,Young Greatness,Moolah,6,95
2016,6,Alan Walker,Faded,4,96
2016,6,Kenny Chesney,Noise,6,97
2016,6,X Ambassadors,Unsteady,1,98
2016,6,Kid Ink Featuring Fetty Wap,Promise,14,99
2016,7,Drake Featuring WizKid & Kyla,One Dance,11,0
2016,7,Justin Timberlake,Can't Stop The Feeling!,6,1
2016,7,Desiigner,Panda,17,2
2016,7,The Chainsmokers Featuring Daya,Don't Let Me Down,18,3
2016,7,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,16,4
2016,7,Calvin Harris Featuring Rihanna,This Is What You Came For,7,5
2016,7,Rihanna,Needed Me,20,6
2016,7,Sia Featuring Sean Paul,Cheap Thrills,18,7
2016,7,Mike Posner,I Took A Pill In Ibiza,22,8
2016,7,Kent Jones,Don't Mind,7,9
2016,7,Lukas Graham,7 Years,22,10
2016,7,P!nk,Just Like Fire,9,11
2016,7,twenty one pilots,Ride,14,12
2016,7,Nick Jonas Featuring Tove Lo,Close,12,13
2016,7,Ariana Grande,Dangerous Woman,14,14
2016,7,Rihanna Featuring Drake,Work,21,15
2016,7,Florida Georgia Line,H.O.L.Y.,7,16
2016,7,Meghan Trainor,Me Too,5,17
2016,7,Justin Bieber,Love Yourself,31,18
2016,7,Adele,Send My Love (To Your New Lover),5,19
2016,7,twenty one pilots,Stressed Out,39,20
2016,7,Zara Larsson & MNEK,Never Forget You,18,21
2016,7,Drake,Controlla,7,22
2016,7,Ruth B,Lost Boy,17,23
2016,7,DNCE,Cake By The Ocean,35,24
2016,7,Zayn,Pillowtalk,20,25
2016,7,James Bay,Let It Go,26,26
2016,7,Flo Rida,My House,32,27
2016,7,Drake Featuring Rihanna,Too Good,7,28
2016,7,Future Featuring The Weeknd,Low Life,19,29
2016,7,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up,12,30
2016,7,G-Eazy x Bebe Rexha,"Me, Myself & I",33,31
2016,7,Justin Bieber,Sorry,34,32
2016,7,Jeremih,Oui,24,33
2016,7,O.T. Genasis Featuring Young Dolph,Cut It,17,34
2016,7,Flume Featuring Kai,Never Be Like You,11,35
2016,7,Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",12,36
2016,7,Beyonce,Sorry,8,37
2016,7,X Ambassadors,Unsteady,5,38
2016,7,DJ Khaled Featuring Drake,For Free,2,39
2016,7,Tim McGraw,Humble And Kind,19,40
2016,7,Kevin Gates,2 Phones,24,41
2016,7,Future,Wicked,9,42
2016,7,Selena Gomez,Kill Em With Kindness,3,43
2016,7,Drake Featuring The Throne,Pop Style,11,44
2016,7,Bryson Tiller,Exchange,34,45
2016,7,Thomas Rhett,T-Shirt,16,46
2016,7,Carrie Underwood,Church Bells,6,47
2016,7,Kevin Gates,Really Really,24,48
2016,7,Ariana Grande,Into You,5,49
2016,7,MadeinTYO,Uber Everywhere,11,50
2016,7,Alessia Cara,Wild Things,17,51
2016,7,Jason Aldean,Lights Come On,10,52
2016,7,Meghan Trainor,No,15,53
2016,7,gnash Featuring Olivia O'Brien,I Hate U I Love U,9,54
2016,7,Fetty Wap,Wake Up,5,55
2016,7,Keith Urban,Wasted Time,8,56
2016,7,Dierks Bentley,Somewhere On A Beach,20,57
2016,7,Jon Pardi,Head Over Boots,16,58
2016,7,Dan + Shay,From The Ground Up,4,59
2016,7,Eric Church,Record Year,9,60
2016,7,Blake Shelton,Came Here To Forget,15,61
2016,7,Shawn Mendes,Treat You Better,2,62
2016,7,OneRepublic,Wherever I Go,5,63
2016,7,Dreezy Featuring Jeremih,Body,13,64
2016,7,Disturbed,The Sound Of Silence,17,65
2016,7,Kiiara,Gold,4,66
2016,7,Grace Featuring G-Eazy,You Don't Own Me,7,67
2016,7,Drake,Hype,7,68
2016,7,Shakira,Try Everything,7,69
2016,7,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",Champions,1,70
2016,7,Kelsea Ballerini,Peter Pan,3,71
2016,7,Drake,Childs Play,7,72
2016,7,Jake Owen,American Country Love Song,4,73
2016,7,Sam Hunt,Make You Miss Me,3,74
2016,7,ScHoolboy Q Featuring Kanye West,THat Part,2,75
2016,7,Pitbull Featuring Enrique Iglesias,Messin' Around,7,76
2016,7,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,14,77
2016,7,Drake,Still Here,7,78
2016,7,Kenny Chesney,Noise,10,79
2016,7,Chris Young Duet With Cassadee Pope,Think Of You,18,80
2016,7,Drake Featuring Future,Grammys,7,81
2016,7,Daya,"Sit Still, Look Pretty",3,82
2016,7,Chris Lane,Fix,3,83
2016,7,Nicky Jam,With You Tonight / Hasta El Amanecer,4,84
2016,7,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,2,85
2016,7,D.R.A.M. Featuring Lil Yachty,Broccoli,1,86
2016,7,Coldplay,Hymn For The Weekend,3,87
2016,7,Rihanna,Kiss It Better,11,88
2016,7,Jacob Sartorius,Sweatshirt,1,89
2016,7,Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem,4,90
2016,7,Lil Uzi Vert,Money Longer,1,91
2016,7,Drake Featuring PARTYNEXTDOOR,With You,7,92
2016,7,Wale,My PYT,1,93
2016,7,The Lumineers,Ophelia,8,94
2016,7,Belly Featuring The Weeknd,Might Not,17,95
2016,7,Kanye West,"Father Stretch My Hands, Pt. 1",8,96
2016,7,DNCE,Toothbrush,1,97
2016,7,Dierks Bentley Featuring Elle King,Different For Girls,2,98
2016,7,Alan Walker,Faded,8,99
2016,8,Sia Featuring Sean Paul,Cheap Thrills,23,0
2016,8,Drake Featuring WizKid & Kyla,One Dance,16,1
2016,8,Calvin Harris Featuring Rihanna,This Is What You Came For,12,2
2016,8,Justin Timberlake,Can't Stop The Feeling!,11,3
2016,8,The Chainsmokers Featuring Daya,Don't Let Me Down,23,4
2016,8,twenty one pilots,Ride,19,5
2016,8,Rihanna,Needed Me,25,6
2016,8,Kent Jones,Don't Mind,12,7
2016,8,Desiigner,Panda,22,8
2016,8,Adele,Send My Love (To Your New Lover),10,9
2016,8,Katy Perry,Rise,1,10
2016,8,P!nk,Just Like Fire,14,11
2016,8,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,21,12
2016,8,Meghan Trainor,Me Too,10,13
2016,8,Florida Georgia Line,H.O.L.Y.,12,14
2016,8,Mike Posner,I Took A Pill In Ibiza,27,15
2016,8,Britney Spears Featuring G-Eazy,Make Me...,1,16
2016,8,Drake,Controlla,12,17
2016,8,DJ Khaled Featuring Drake,For Free,7,18
2016,8,Drake Featuring Rihanna,Too Good,12,19
2016,8,Shawn Mendes,Treat You Better,7,20
2016,8,twenty one pilots,Heathens,5,21
2016,8,Rihanna Featuring Drake,Work,26,22
2016,8,Ariana Grande,Into You,10,23
2016,8,Flume Featuring Kai,Never Be Like You,16,24
2016,8,Lukas Graham,7 Years,27,25
2016,8,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,7,26
2016,8,Fifth Harmony Featuring Fetty Wap,All In My Head (Flex),5,27
2016,8,twenty one pilots,Stressed Out,44,28
2016,8,DJ Khaled Featuring Jay Z & Future,I Got The Keys,4,29
2016,8,Beyonce,Sorry,13,30
2016,8,James Bay,Let It Go,31,31
2016,8,Future Featuring The Weeknd,Low Life,24,32
2016,8,D.R.A.M. Featuring Lil Yachty,Broccoli,6,33
2016,8,gnash Featuring Olivia O'Brien,I Hate U I Love U,14,34
2016,8,Ariana Grande,Dangerous Woman,19,35
2016,8,Justin Bieber,Love Yourself,36,36
2016,8,Flo Rida,My House,37,37
2016,8,DNCE,Cake By The Ocean,40,38
2016,8,Kiiara,Gold,9,39
2016,8,Nick Jonas Featuring Tove Lo,Close,17,40
2016,8,ScHoolboy Q Featuring Kanye West,THat Part,7,41
2016,8,Ruth B,Lost Boy,22,42
2016,8,Future,Wicked,14,43
2016,8,Justin Bieber,Sorry,39,44
2016,8,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up,17,45
2016,8,Miranda Lambert,Vice,1,46
2016,8,Dan + Shay,From The Ground Up,9,47
2016,8,Zara Larsson & MNEK,Never Forget You,23,48
2016,8,Selena Gomez,Kill Em With Kindness,8,49
2016,8,Coldplay,Hymn For The Weekend,8,50
2016,8,Carrie Underwood,Church Bells,11,51
2016,8,Eric Church,Record Year,14,52
2016,8,DNCE,Toothbrush,6,53
2016,8,Jon Pardi,Head Over Boots,21,54
2016,8,OneRepublic,Wherever I Go,10,55
2016,8,Wale,My PYT,6,56
2016,8,Jason Aldean,Lights Come On,15,57
2016,8,Kelsea Ballerini,Peter Pan,8,58
2016,8,Sam Hunt,Make You Miss Me,8,59
2016,8,X Ambassadors,Unsteady,10,60
2016,8,Tory Lanez,Luv,4,61
2016,8,Usher Featuring Young Thug,No Limit,4,62
2016,8,Daya,"Sit Still, Look Pretty",8,63
2016,8,Chris Lane,Fix,8,64
2016,8,Dierks Bentley Featuring Elle King,Different For Girls,7,65
2016,8,Jake Owen,American Country Love Song,9,66
2016,8,5 Seconds Of Summer,Girls Talk Boys,1,67
2016,8,MadeinTYO,Uber Everywhere,16,68
2016,8,Fetty Wap,Wake Up,10,69
2016,8,Kanye West,Famous,10,70
2016,8,Drake Featuring The Throne,Pop Style,16,71
2016,8,French Montana Featuring Kodak Black,Lockjaw,3,72
2016,8,Lil Uzi Vert,Money Longer,6,73
2016,8,Blake Shelton,She's Got A Way With Words,4,74
2016,8,Keith Urban,Wasted Time,13,75
2016,8,Nicky Jam,With You Tonight / Hasta El Amanecer,9,76
2016,8,Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",17,77
2016,8,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,4,78
2016,8,Marc E. Bassy Featuring G-Eazy,You & Me,2,79
2016,8,Lukas Graham,Mama Said,1,80
2016,8,Ben Rector,Brand New,3,81
2016,8,Enrique Iglesias Feat. Wisin or Tinashe & Javada,Duele El Corazon,2,82
2016,8,Demi Lovato,Body Say,1,83
2016,8,Meghan Trainor,No,20,84
2016,8,Fergie,M.I.L.F. $,3,85
2016,8,YG Featuring Drake & Kamaiyah,Why You Always Hatin?,5,86
2016,8,David Nail,Night's On Fire,5,87
2016,8,French Montana Featuring Drake,No Shopping,1,88
2016,8,Jason Aldean,A Little More Summertime,1,89
2016,8,Lil Uzi Vert,You Was Right,2,90
2016,8,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,19,91
2016,8,Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem,9,92
2016,8,The Lumineers,Ophelia,12,93
2016,8,Drake,Childs Play,12,94
2016,8,Dae Dae,"Wat U Mean (Aye, Aye, Aye)",1,95
2016,8,Rihanna,Sex With Me,1,96
2016,8,PARTYNEXTDOOR Featuring Drake,Come And See Me,3,97
2016,8,Dreezy Featuring Jeremih,Body,18,98
2016,8,Zara Larsson,Lush Life,2,99
2016,9,The Chainsmokers Featuring Halsey,Closer,3,0
2016,9,Sia Featuring Sean Paul,Cheap Thrills,27,1
2016,9,Major Lazer Featuring Justin Bieber & MO,Cold Water,4,2
2016,9,twenty one pilots,Heathens,9,3
2016,9,Calvin Harris Featuring Rihanna,This Is What You Came For,16,4
2016,9,twenty one pilots,Ride,23,5
2016,9,Drake Featuring WizKid & Kyla,One Dance,20,6
2016,9,The Chainsmokers Featuring Daya,Don't Let Me Down,27,7
2016,9,Justin Timberlake,Can't Stop The Feeling!,15,8
2016,9,Adele,Send My Love (To Your New Lover),14,9
2016,9,Rihanna,Needed Me,29,10
2016,9,Shawn Mendes,Treat You Better,11,11
2016,9,Ariana Grande,Into You,14,12
2016,9,Drake Featuring Rihanna,Too Good,16,13
2016,9,DJ Khaled Featuring Drake,For Free,11,14
2016,9,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,8,15
2016,9,Desiigner,Panda,26,16
2016,9,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,11,17
2016,9,DJ Snake Featuring Justin Bieber,Let Me Love You,2,18
2016,9,Flume Featuring Kai,Never Be Like You,20,19
2016,9,D.R.A.M. Featuring Lil Yachty,Broccoli,10,20
2016,9,Drake,Controlla,16,21
2016,9,Kiiara,Gold,13,22
2016,9,P!nk,Just Like Fire,18,23
2016,9,Meghan Trainor,Me Too,14,24
2016,9,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,25,25
2016,9,Fifth Harmony Featuring Fetty Wap,All In My Head (Flex),9,26
2016,9,gnash Featuring Olivia O'Brien,I Hate U I Love U,18,27
2016,9,Florida Georgia Line,H.O.L.Y.,16,28
2016,9,Tory Lanez,Luv,8,29
2016,9,Kent Jones,Don't Mind,16,30
2016,9,Mike Posner,I Took A Pill In Ibiza,31,31
2016,9,Usher Featuring Young Thug,No Limit,8,32
2016,9,twenty one pilots,Stressed Out,48,33
2016,9,Coldplay,Hymn For The Weekend,12,34
2016,9,Daya,"Sit Still, Look Pretty",12,35
2016,9,Desiigner,Tiimmy Turner,4,36
2016,9,Rihanna Featuring Drake,Work,30,37
2016,9,Katy Perry,Rise,5,38
2016,9,Lukas Graham,7 Years,31,39
2016,9,Future Featuring The Weeknd,Low Life,28,40
2016,9,Kungs vs Cookin' On 3 Burners,This Girl,4,41
2016,9,Kehlani,Gangsta,2,42
2016,9,DJ Khaled Featuring Jay Z & Future,I Got The Keys,8,43
2016,9,X Ambassadors,Unsteady,14,44
2016,9,Justin Bieber,Love Yourself,40,45
2016,9,DNCE,Cake By The Ocean,44,46
2016,9,Kelsea Ballerini,Peter Pan,12,47
2016,9,Dan + Shay,From The Ground Up,13,48
2016,9,Sam Hunt,Make You Miss Me,12,49
2016,9,Britney Spears Featuring G-Eazy,Make Me...,5,50
2016,9,Skrillex & Rick Ross,Purple Lamborghini,4,51
2016,9,Dierks Bentley Featuring Elle King,Different For Girls,11,52
2016,9,ScHoolboy Q Featuring Kanye West,THat Part,11,53
2016,9,Lukas Graham,Mama Said,5,54
2016,9,Wale,My PYT,10,55
2016,9,Grace Featuring G-Eazy,You Don't Own Me,13,56
2016,9,Kenny Chesney Featuring P!nk,Setting The World On Fire,3,57
2016,9,Future,Wicked,18,58
2016,9,Beyonce,Sorry,17,59
2016,9,Jake Owen,American Country Love Song,13,60
2016,9,Hailee Steinfeld & Grey Featuring Zedd,Starving,3,61
2016,9,Lil Uzi Vert,Money Longer,10,62
2016,9,Eric Church,Record Year,18,63
2016,9,PARTYNEXTDOOR Featuring Drake,Come And See Me,7,64
2016,9,Dae Dae,"Wat U Mean (Aye, Aye, Aye)",5,65
2016,9,French Montana Featuring Drake,No Shopping,5,66
2016,9,Selena Gomez,Kill Em With Kindness,12,67
2016,9,Miranda Lambert,Vice,5,68
2016,9,Blake Shelton,She's Got A Way With Words,8,69
2016,9,YG Featuring Drake & Kamaiyah,Why You Always Hatin?,9,70
2016,9,Marc E. Bassy Featuring G-Eazy,You & Me,6,71
2016,9,Nicky Jam,With You Tonight / Hasta El Amanecer,13,72
2016,9,Kanye West,"Father Stretch My Hands, Pt. 1",15,73
2016,9,Billy Currington,It Don't Hurt Like It Used To,4,74
2016,9,Rae Sremmurd,Look Alive,1,75
2016,9,MadeinTYO,Uber Everywhere,20,76
2016,9,Carrie Underwood,Church Bells,15,77
2016,9,Justin Moore,You Look Like I Need A Drink,2,78
2016,9,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill,3,79
2016,9,Jacob Sartorius,Hit Or Miss,2,80
2016,9,Chris Lane,Fix,12,81
2016,9,French Montana Featuring Kodak Black,Lockjaw,7,82
2016,9,Cole Swindell,Middle Of A Memory,4,83
2016,9,DNCE,Toothbrush,10,84
2016,9,Drake Featuring The Throne,Pop Style,20,85
2016,9,Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem,13,86
2016,9,Enrique Iglesias Feat. Wisin or Tinashe & Javada,Duele El Corazon,6,87
2016,9,Jason Aldean,Lights Come On,19,88
2016,9,Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone,1,89
2016,9,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind,2,90
2016,9,Lil Uzi Vert,You Was Right,6,91
2016,9,Martin Garrix & Bebe Rexha,In The Name Of Love,1,92
2016,9,Lil Yachty,1 Night,2,93
2016,9,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",Wishing,1,94
2016,9,Zac Brown Band,Castaway,2,95
2016,9,Galantis,No Money,5,96
2016,9,Tucker Beathard,Rock On,1,97
2016,9,Keith Urban,Wasted Time,17,98
2016,9,Rihanna,Sex With Me,2,99
2016,10,The Chainsmokers Featuring Halsey,Closer,7,0
2016,10,twenty one pilots,Heathens,13,1
2016,10,Major Lazer Featuring Justin Bieber & MO,Cold Water,8,2
2016,10,Sia Featuring Sean Paul,Cheap Thrills,31,3
2016,10,The Chainsmokers Featuring Daya,Don't Let Me Down,31,4
2016,10,DJ Snake Featuring Justin Bieber,Let Me Love You,6,5
2016,10,Calvin Harris Featuring Rihanna,This Is What You Came For,20,6
2016,10,Shawn Mendes,Treat You Better,15,7
2016,10,twenty one pilots,Ride,27,8
2016,10,Adele,Send My Love (To Your New Lover),18,9
2016,10,Rihanna,Needed Me,33,10
2016,10,D.R.A.M. Featuring Lil Yachty,Broccoli,14,11
2016,10,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,15,12
2016,10,Drake Featuring WizKid & Kyla,One Dance,24,13
2016,10,Lady Gaga,Perfect Illusion,1,14
2016,10,Drake Featuring Rihanna,Too Good,20,15
2016,10,Ariana Grande,Into You,18,16
2016,10,Justin Timberlake,Can't Stop The Feeling!,19,17
2016,10,Ariana Grande Featuring Nicki Minaj,Side To Side,3,18
2016,10,Kiiara,Gold,17,19
2016,10,Tory Lanez,Luv,12,20
2016,10,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,12,21
2016,10,gnash Featuring Olivia O'Brien,I Hate U I Love U,22,22
2016,10,Sia Featuring Kendrick Lamar,The Greatest,2,23
2016,10,Desiigner,Panda,30,24
2016,10,Coldplay,Hymn For The Weekend,16,25
2016,10,DJ Khaled Featuring Drake,For Free,15,26
2016,10,Flume Featuring Kai,Never Be Like You,24,27
2016,10,X Ambassadors,Unsteady,18,28
2016,10,Drake,Controlla,20,29
2016,10,Kungs vs Cookin' On 3 Burners,This Girl,8,30
2016,10,Daya,"Sit Still, Look Pretty",16,31
2016,10,Hailee Steinfeld & Grey Featuring Zedd,Starving,7,32
2016,10,Desiigner,Tiimmy Turner,8,33
2016,10,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,29,34
2016,10,P!nk,Just Like Fire,22,35
2016,10,Usher Featuring Young Thug,No Limit,12,36
2016,10,twenty one pilots,Stressed Out,52,37
2016,10,Kelsea Ballerini,Peter Pan,16,38
2016,10,Kenny Chesney Featuring P!nk,Setting The World On Fire,7,39
2016,10,Rihanna Featuring Drake,Work,34,40
2016,10,Dierks Bentley Featuring Elle King,Different For Girls,15,41
2016,10,Mike Posner,I Took A Pill In Ibiza,35,42
2016,10,Future Featuring The Weeknd,Low Life,32,43
2016,10,Lukas Graham,7 Years,35,44
2016,10,Lukas Graham,Mama Said,9,45
2016,10,Kanye West,Fade,2,46
2016,10,Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone,5,47
2016,10,Florida Georgia Line,H.O.L.Y.,20,48
2016,10,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill,7,49
2016,10,Martin Garrix & Bebe Rexha,In The Name Of Love,5,50
2016,10,Fifth Harmony Featuring Fetty Wap,All In My Head (Flex),13,51
2016,10,Meghan Trainor,Me Too,18,52
2016,10,Lil Uzi Vert,Money Longer,14,53
2016,10,Billy Currington,It Don't Hurt Like It Used To,8,54
2016,10,Kanye West,"Father Stretch My Hands, Pt. 1",19,55
2016,10,Sam Hunt,Make You Miss Me,16,56
2016,10,Kent Jones,Don't Mind,20,57
2016,10,DJ Khaled Featuring Jay Z & Future,I Got The Keys,12,58
2016,10,Miranda Lambert,Vice,9,59
2016,10,Marc E. Bassy Featuring G-Eazy,You & Me,10,60
2016,10,Alessia Cara,Scars To Your Beautiful,3,61
2016,10,Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem,17,62
2016,10,Cole Swindell,Middle Of A Memory,8,63
2016,10,Tucker Beathard,Rock On,5,64
2016,10,ScHoolboy Q Featuring Kanye West,THat Part,15,65
2016,10,Young M.A,OOOUUU,3,66
2016,10,Dae Dae,"Wat U Mean (Aye, Aye, Aye)",9,67
2016,10,Jason Aldean,A Little More Summertime,2,68
2016,10,Amine,Caroline,2,69
2016,10,William Michael Morgan,I Met A Girl,4,70
2016,10,Katy Perry,Rise,9,71
2016,10,Keith Urban,Blue Ain't Your Color,1,72
2016,10,Kehlani,Gangsta,6,73
2016,10,Post Malone Featuring Justin Bieber,Deja Vu,1,74
2016,10,Britney Spears Featuring G-Eazy,Make Me...,9,75
2016,10,YG Featuring Drake & Kamaiyah,Why You Always Hatin?,13,76
2016,10,Skrillex & Rick Ross,Purple Lamborghini,8,77
2016,10,Blake Shelton,She's Got A Way With Words,12,78
2016,10,Luke Bryan,Move,4,79
2016,10,DJ ESCO Featuring Future & Lil Uzi Vert,Too Much Sauce,4,80
2016,10,PARTYNEXTDOOR Featuring Drake,Come And See Me,11,81
2016,10,Lil Yachty,1 Night,6,82
2016,10,Wale,My PYT,14,83
2016,10,LOCASH,I Know Somebody,3,84
2016,10,Florida Georgia Line Featuring Tim McGraw,May We All,3,85
2016,10,Drake,Childs Play,14,86
2016,10,Beyonce,Hold Up,7,87
2016,10,Brett Young,Sleep Without You,1,88
2016,10,Jake Owen,American Country Love Song,17,89
2016,10,Justin Moore,You Look Like I Need A Drink,6,90
2016,10,Nicky Jam,With You Tonight / Hasta El Amanecer,17,91
2016,10,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",Wishing,5,92
2016,10,Chris Brown,Grass Ain't Greener,3,93
2016,10,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind,6,94
2016,10,Rae Sremmurd Featuring Gucci Mane,Black Beatles,1,95
2016,10,French Montana Featuring Drake,No Shopping,9,96
2016,10,21 Savage & Metro Boomin Featuring Future,X,1,97
2016,10,Lil Uzi Vert,You Was Right,10,98
2016,10,Grace Featuring G-Eazy,You Don't Own Me,17,99
2016,11,The Chainsmokers Featuring Halsey,Closer,12,0
2016,11,The Weeknd Featuring Daft Punk,Starboy,5,1
2016,11,twenty one pilots,Heathens,18,2
2016,11,DJ Snake Featuring Justin Bieber,Let Me Love You,11,3
2016,11,D.R.A.M. Featuring Lil Yachty,Broccoli,19,4
2016,11,Bruno Mars,24K Magic,2,5
2016,11,Major Lazer Featuring Justin Bieber & MO,Cold Water,13,6
2016,11,Ariana Grande Featuring Nicki Minaj,Side To Side,8,7
2016,11,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know,2,8
2016,11,Shawn Mendes,Treat You Better,20,9
2016,11,gnash Featuring Olivia O'Brien,I Hate U I Love U,27,10
2016,11,Sia Featuring Sean Paul,Cheap Thrills,36,11
2016,11,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),4,12
2016,11,Kiiara,Gold,22,13
2016,11,The Chainsmokers Featuring Daya,Don't Let Me Down,36,14
2016,11,twenty one pilots,Ride,32,15
2016,11,Calvin Harris Featuring Rihanna,This Is What You Came For,25,16
2016,11,Hailee Steinfeld & Grey Featuring Zedd,Starving,12,17
2016,11,Justin Timberlake,Can't Stop The Feeling!,24,18
2016,11,Tory Lanez,Luv,17,19
